Day,Tourists,Total_Litter,Trail_Quality
201,11357.787360348284,249.32727768103496,95.65732491130909
202,11560.784526368234,256.1484182954682,94.50124645867227
203,12083.051243175278,267.2758666930522,93.29294133435474
204,12053.802052034904,267.8036277100032,100.0
205,9622.33063204291,219.22697541185858,99.0377669367957
206,10062.174960084878,223.16619674288336,98.03154944078722
207,11515.03526720866,252.61732501846154,96.88004591406636
208,11513.785950912208,255.53745152009014,95.72866731897514
209,11515.047686306048,255.85469887812997,94.57716255034454
210,14852.731490654722,322.6400997009073,93.09188940127906
211,11570.890510693167,263.6818201839542,100.0
212,12135.565640180599,269.0794948220073,98.78644343598194
213,11954.001763493203,265.9879847520647,97.59104325963261
214,11651.391251305799,259.62662350132223,96.42590413450203
215,10684.730755359655,239.6572774573251,95.35743105896607
216,11758.969220493267,259.1451121555979,94.18153413691674
217,10227.174785462428,230.45800692480816,93.1588166583705
218,10763.18139325999,238.30942855768035,100.0
219,10514.636452170897,234.12367189918587,98.94853635478292
220,11081.874139386322,245.04984997764495,97.84034894084428
221,13314.658566673508,290.7981563312346,96.50888308417693
222,9132.734807408251,211.73451178128835,95.5956096034361
223,11686.260190374513,254.89865498561903,94.42698358439866
224,9387.284128810348,213.23554807476876,93.48825517151762
225,10528.068134210567,231.88491749168816,100.0
226,12088.950596967366,264.967503688516,98.79110494030326
227,11064.280019095462,247.782350750761,97.68467693839371
228,9922.255222070693,223.2233395164899,96.69245141618664
229,10284.696290740032,228.01625976644937,95.66398178711263
230,11679.597748934675,256.39358095533817,94.49602201221917
231,10269.633368282863,231.0320254611911,93.46905867539088
232,11216.458589581975,247.43237433775857,100.0
233,11045.571839903814,245.6546742318519,98.89544281600962
234,10348.399652394182,231.5334604710688,97.8606028507702
235,13143.944089325327,286.03222783361343,96.54620844183768
236,11633.919022318012,261.28160322972144,95.38281653960587
237,8974.857413342394,205.62530858981995,94.48533079827163
238,11186.454314769428,244.29161715437067,93.36668536679468
239,10338.213535231613,231.19343242006926,100.0
240,11852.433334796224,260.1680099379314,98.81475666652038
241,10207.4792615673,230.16638622513892,97.79400874036365
242,10885.2635585331,240.72190979317566,96.70548238451035
243,11504.987278980458,254.17193655892652,95.55498365661231
244,11865.755194170122,262.7322975392949,94.36840813719529
245,9799.703592944225,222.26730161281398,93.38843777790086
246,10665.498764159052,235.5367054444623,100.0
247,10525.054688839044,234.05476432122714,98.94749453111609
248,10346.670767426289,230.33889178064828,97.91282745437346
249,12765.454240281097,278.34297398368653,96.63628203034534
250,11404.981710960956,255.93393161758786,95.49578385924924
251,9739.116045664954,220.37571407505789,94.52187225468275
252,11917.861947054776,260.39481034860137,93.33008605997728
253,13122.156197012633,288.48260497511274,100.0
254,12032.465260551147,269.49756570853424,98.79675347394489
255,9480.630034045986,216.56235725177316,97.84869047054029
256,10515.765927133749,231.9715542678523,96.79711387782692
257,12266.911149186622,268.53537841051775,95.57042276290825
258,10292.330534381219,232.70014852867598,94.54118970947013
259,11443.81942814623,252.14640341579207,93.39680776665551
260,11774.634053429338,260.70732141016606,100.0
261,10073.069528421916,227.53212270945482,98.99269304715781
262,10940.4746439382,241.56270514970947,97.89864558276399
263,7758.732659930927,179.33092371358953,97.12277231677089
264,9975.61235866571,217.44533954467306,96.12521108090432
265,10747.43184860684,236.69317092660413,95.05046789604364
266,9752.216818035151,218.71365345336335,94.07524621424012
267,12632.411303931636,274.5195914239689,100.0
268,9569.858622039366,218.8491315831841,99.04301413779606
269,10559.955513303015,233.08402342437876,97.98701858646577
270,11130.740577286091,245.9232138881598,96.87394452873716
271,12441.273289066115,273.4177871701381,95.62981719983054
272,9564.137848820561,218.62453569342506,94.67340341494848
273,12163.16375215496,265.12572861244143,93.45708703973298
274,11010.233061019588,246.71723408163598,100.0
275,10018.49134895205,225.04155038720455,98.99815086510479
276,11462.103474263271,251.7462245239858,97.85194051767846
277,11199.05969557347,249.15581636386787,96.7320345481211
278,10399.783122841205,232.91124409321083,95.69205623583699
279,11069.802084990019,244.68716610912134,94.58507602733799
280,10614.68640313824,236.76244467367678,93.52360738702417
281,11113.517345251248,245.9465913723925,100.0
282,11662.130674521046,257.83727262766024,98.8337869325479
283,12586.016816145351,277.50406358567307,97.57518525093336
284,9762.184501173151,222.9940963820302,96.59896680081604
285,13133.033374656266,284.9600771313285,95.28566346335042
286,9047.912200477498,209.45425172268278,94.38087224330266
287,10848.214904964416,237.9097232715567,93.29605075280622
288,11588.317206484577,255.55731645684727,100.0
289,11280.991867735032,251.17556900038517,98.8719008132265
290,10377.300480179407,232.6635665036265,97.83417076520857
291,10791.877749642725,239.1039116432171,96.7549829902443
292,10506.999065341168,234.05037247114478,95.70428308371018
293,10410.635243055789,231.61774210823023,94.6632195594046
294,11849.602097021025,260.1538161512435,93.4782593497025
295,11357.015485965047,253.15569133442523,100.0
296,10307.090404739345,231.45737722822923,98.96929095952606
297,11899.59987543325,261.137735231488,97.77933097198274
298,11307.29952087661,252.25976394068084,96.64860101989508
299,11812.86211883896,261.4832187708471,95.46731480801118
300,11629.628841923612,258.7408987155568,94.30435192381881
301,10171.004989077928,229.29418965311424,93.28725142491102
302,10439.818959803031,231.72579816137204,100.0
303,11747.293605123261,258.1184519186022,98.82527063948767
304,11610.370265433465,258.0192505005293,97.66423361294433
305,10979.098406035851,245.38389317077008,96.56632377234074
306,11117.327383308782,246.88493698325237,95.45459103400987
307,12277.664895788424,270.2417916140935,94.22682454443103
308,10408.42861116417,235.19275138469266,93.18598168331461
309,11547.097381170039,254.46122276186998,100.0
310,10797.807347566106,241.4022692275089,98.92021926524339
311,10782.318796772779,239.7866028582066,97.84198738556611
312,12098.77685198719,265.95419732556456,96.6321097003674
313,11825.41634898803,263.10374671231693,95.4495680654686
314,11813.50963600064,262.5805673912446,94.26821710186853
315,12305.47880715433,272.3676328822112,93.0376692211531
316,11021.003841632759,247.65684012087604,100.0
317,11681.952971294964,258.4047434379868,98.8318047028705
318,10689.733243406545,239.63513921192953,97.76283137852984
319,11324.166352488442,250.4468409709616,96.630414743281
320,10869.856945632315,242.44182300974262,95.54342904871777
321,11096.995964992719,246.1841016008284,94.4337294522185
322,11595.157025436914,256.52155066882096,93.27421374967481
323,10181.779316766528,229.28774140221276,100.0
324,13092.38727568546,284.77651965393034,98.69076127243146
325,9993.982618500298,228.35730433539902,97.69136301058143
326,9785.811387212269,218.5519581777853,96.7127818718602
327,12158.110873500067,265.0174132877796,95.4969707845102
328,11791.662693962935,262.3349952080366,94.3178045151139
329,11624.119817052155,258.71589586184655,93.15539253340869
330,11628.34550926428,258.4384997714701,100.0
331,10987.753227153085,245.59891452020884,98.90122467728469
332,10102.745628514169,226.61480402230427,97.89095011443327
333,11075.804558193726,244.1775715661047,96.78336965861389
334,10322.838288487888,230.87452292636817,95.7510858297651
335,11975.11973341775,262.58984696099196,94.55357385642333
336,10852.942618497862,243.3178370660562,93.46827959457354
337,10174.502803207488,227.8218397707551,100.0
338,10678.614158347007,236.35446714401542,98.9321385841653
339,11412.931454275624,251.89407579991394,97.79084543873773
340,10436.275447196025,233.91491652391187,96.74721789401814
341,10177.779604433568,226.94708374106244,95.72943993357478
342,11243.687211491912,247.56845260394448,94.60507121242559
343,11244.966571108724,249.6561766825689,93.48057455531472
344,10493.05682462887,234.8267541608343,100.0
345,10528.961694381676,234.06190930371667,98.94710383056183
346,11232.049937357637,248.04718967752433,97.82389883682606
347,9551.915658502676,215.84303213780595,96.86870727097579
348,9592.536225623444,213.43502772624947,95.90945364841345
349,10281.555778747565,226.9746183475761,94.88129807053869
350,10786.552848288153,238.42851880052058,93.80264278570988
351,11310.907565598005,250.06100319201232,100.0
352,12475.356216949553,274.51322465819203,98.75246437830505
353,11857.65962320202,264.60451492985976,97.56669841598485
354,10840.061470036573,243.2616808937173,96.48269226898118
355,10980.983792097311,243.945843931318,95.38459388977145
356,9997.470635362191,224.34399710037565,94.38484682623523
357,10981.48686400761,242.06413699018958,93.28669813983447
358,10711.341361079862,238.4332409206163,100.0
359,11322.71856033809,250.29769529882333,98.86772814396619
360,10172.769056447676,228.48515065883566,97.85045123832143
361,11519.346514241171,253.23544535070687,96.69851658689731
362,12532.738913002577,275.97832279512204,95.44524269559706
363,10891.239851543143,245.4226293103752,94.35611871044274
364,11401.711722098942,252.57649737301608,93.21594753823285
365,11690.143991711113,259.0605295715236,100.0
